txt_id,text
75,"At some point import figures, but cannot currently access supplement. ""differences in ACR response rates between treatment groups were similar when focusing only on those patients who received concomitant methotrexate at baseline (see Supplementary Figure 1A, available in the online version of this article at http://onlinelibrary.wiley.com/doi/10.1002/ acr.22384/abstract) and those who received other DMARDs at baseline (see Supplementary Figure 1B, available in the online version of this article at http://onlinelibrary.wiley. com/doi/10.1002/acr.22384/abstract). Similar trends were observed in patients with an inadequate response to DMARDs (see Supplementary Figure 1C, available in the online version of this article at http://onlinelibrary. wiley. com/doi/10.1002/acr.22384/abstract) and patients with an inadequate response to anti-TNF agents (see Supplementary Figure 1D, available in the online version of this article at http://onlinelibrary.wiley.com/doi/10.1002/ acr.22384/abstract); however, ACR response rates were generally higher in patients with an inadequate response to DMARDs."""
170,"Post hoc subgroup analyses of the primary efficacy endpoint did not reveal statistically significant results by region, gen-der, race, or number of background AEDs."
171,"Post hoc subgroup analyses of the primary efficacy endpoint did not reveal statistically significant results by region, gender, race, or number of background AEDs."
12,"""Sample sizes of the six severe disease subgroups at baseline are as follows: CRP level ?1.5 mg/dL, n = 229 (placebo, n = 76; golimumab 50 mg, n = 77; golimumab 100 mg, n = 76); CRP level ? 3.0 mg/dL, n = 126 (placebo, n = 41; 50 mg, n = 42; 100 mg, n = 43); SJC ?10/TJC ?12; n = 293 (placebo, n = 89; 50 mg, n = 104; 100 mg, n = 100); SJC ?20/TJC ?12, n = 122 (placebo, n = 35; 50 mg, n = 44; 100 mg, n = 43); DAS28-CRP score > 5.1, n = 333 (placebo, n = 109; 50 mg, n = 114; 100 mg, n = 110); anti-CCP antibody-positive, n = 343 (placebo, n = 121; 50 mg, n = 106; 100 mg, n = 116). ACR20/50/70 at least a 20/50/70 % improvement in the American College of Rheumatology criteria, DAS28-CRP 28-joint count Disease Activity Score using C-reactive protein, EULAR European League Against Rheumatism, HAQ-DI Health Assessment Questionnaire-Disability Index, vdH-S; van der Heijde modification of the Sharp score"""
131,"In FIT, no significant interactions were found for age, BMI, or femoral neck or total hip BMD. In HORIZON-PFT, there were also no significant interactions between assignment to zoledronic acid and subgroups of age, BMI, or femoral neck or total hip BMD"
132,"In FIT, no significant interactions were found for age, BMI, or femoralneckortotalhipBMD.In HORIZON-PFT,there were also no significant interactions between assignment to zoledronic acidandsubgroupsofage,BMI,orfemoralneckortotalhipBMD"
73,At some point download S8 from appendix
4,"""Compared with standard glycemia therapy, intensive glucose lowering in CKD patients was associated with a 31% higher risk for all-cause mortality (hazard ratio: 1.306; 95% CI: 1.065–1.600; P=0.01) and a 41% higher risk for cardiovascular mortality (hazard ratio: 1.412; 95% CI: 1.052–1.892; P=0.02) (Figure 4a). This association remained statistically significant and practically unchanged even after adjustments for all key baseline characteristics (age, sex, body mass index, glycated hemoglobin, systolic blood pressure, smoking status, history of cardiovascular disease and heart failure, and use of insulin and anti-hypertensive medications). The use of metformin or thiazolidinediones at baseline was not associated with increased all-cause mortality (P=0.42 and P=0.98, respectively). In contrast, there were no significant differences in all-cause and cardiovascular mortality risks between intensive and standard glycemia therapy in patients without CKD (Figure 4b). The test for interaction between CKD status and glycemia arm was not statistically significant."""
164,Not sure why not in tabletidier
183,Read in Figure 1 at some point. It is a complex bar chart
14,"""The DBP difference between AZL-M and placebo at the final visit did not vary appreciably according to race (black 7.5 mm Hg [n=64], white 7.7 mm Hg [n=206], other 11.0 mm Hg [n=22])."""
187,Scandinavian Candesartan Acute Stroke Trial
15,"""The increased HDL-C-raising e?  cacy ofanacetrapib versus placebo was consistent across allprespeci?ed demographic subgroups, except for slightlylarger increases in patients with low concentrations ofHDL-C at baseline than in those with high concentrations,and slightly larger increases in patients with highconcentrations of LDL-C and triglycerides at baseline thanin those with low concentrations of LDL-C and triglycerides(appendix)"""
211,"Subgroup analyses of changes in HbA1c at week 24 were prespecifi ed and included the following factors: sex (male, female), age (<65, ?65 years), country (China, other), baseline BMI (less than the median, equal to or greater                                                Subgroup analysis showed that there were no signifi cant interactions of treatment by sex, age, country, baseline BMI, or baseline HbA1c (appendix)."
217,"Subgroup analysis showed that there were no signiﬁ cant interactions of treatment by sex, age, country, baseline BMI, or baseline HbA1c (appendix)."
109,Figure in supplement
35,"A Prospective, Multi-center, Randomized, Double-blind Trial to Assess the Effectiveness and Safety of 12 Versus 30 Months of Dual Antiplatelet Therapy in Subjects Undergoing Percutaneous Coronary Intervention With Either Drug-eluting Stent or Bare Metal Stent Placement for the Treatment of Coronary Artery Lesions"
282,Whole paper is with/without myocardial infarction
175,"Pre-specified subgroup analyses for the primary endpoint based on FAS1000mg were performed on several baseline variables including race, ethnicity, geographical region, baseline HbA1c, age, gender, time since diagnosis of diabetes, baseline BMI, and renal function.                                                                     For both treatment arms, clinically relevant reductions in HbA1c were seen for all subgroups. None of the subgroups showed any notable differences between treatments, and no treatment by subgroup interactions was significant."
176,"Pre-speciﬁed subgroup analyses for the primary endpoint based on FAS1000mg were performed on several baseline variables including race, ethnicity, geographical region, baseline HbA1c, age, gender, time since diagnosis of diabetes, baseline BMI, and renal function. For both treatment arms, clinically relevant reductions in HbA1c were seen for all subgroups. None of the subgroups showed any notable differences between treatments, and no treatment by subgroup interactions was signiﬁcant."
153,INternational VErapamil SR Trandolapril STudy
5,"""In a prespecifi ed subgroup analysis, PASI 75 response rates with ixekizumab were comparable in patients who were naive to biological therapy or who had previous biological exposure (appendix p 29).""  Page 29 is a barchart. Download sometime."
125,"In a post hoc subgroup analysis of the change frombaseline in HbA1c level in the two strata, the difference in the adjusted mean change from baseline in HbA1c level between dapagliflozin add-on to saxagliptin plus metformin therapy and placebo add-on to saxagliptin plus metformin therapy was identical (stratum A 20.72% [95% CI 20.94, 20.49], stratum B 20.72% [95% CI 21.06, 20.38]). However, the adjusted mean change (95% CI) from baseline in HbA1c level with dapagliflozin add-on to saxagliptin plus metformin therapy was numerically greater (20.96% [95% CI 21.19, 20.72]) in patients who received a DPP-4 inhibitor and metformin before screening (stratum B) than in those patients who received only metformin before screening (20.75% [95% CI 20.94, 20.59]) (stratum A). A numerically greater change from baseline in HbA1c level was also seen in the placebo group in stratum B (20.24% [95% CI 20.48, 0.01]) compared with stratum A (20.03% [95% CI 20.20, 0.13])."
41,"A Randomized, Double-Blind, Placebo-Controlled, Parallel-Design, 5-Group, Multinational Study to Evaluate the Efficacy, Dose Response, and Safety of Tadalafil Once-a-Day Dosing for 12 Weeks in Men With Signs and Symptoms of Benign Prostatic Hyperplasia"
277,Whole paper is about treatment effect in different cardiovascualr risk subgroups.
22,"A forest plot of the primary end point in sub-groups defined according to underlying cause, WHO functional class, age, baseline 6-minute walk distance, geographic areas, and sex did not show any significant interactions between sub-group and treatment (Fig. S5 in the Supplemen-tary Appendix)."
23,"A forest plot of the primary end point in subgroups defined according to underlying cause, WHO functional class, age, baseline 6-minute walk distance, geographic areas, and sex did not show any significant interactions between subgroup and treatment (Fig. S5 in the Supplementary Appendix)."
126,"In a pre-speciﬁed analysis, we hypothesized that in PEGASUS-TIMI 54 the timing of P2Y12 inhibitor withdrawal prior to random-ization would be associated with ischaemic risk and the beneﬁt of ticagrelor"
190,Should Antihypertensive Treatment Recommendations Differ in Patients With and Without Coronary Heart Disease? (from the Antihypertensive and Lipid-Lowering Treatment to Prevent Heart Attack Trial [ALLHAT])
96,"Effect of Liraglutide on Body Weight in Non-diabetic Obese Subjects or Overweight Subjects With Co-morbidities: A Randomised, Double-blind, Placebo Controlled, Parallel Group, Multi-centre, Multinational Trial With Stratification of Subject to Either 56 or 160 Weeks of Treatment Based on Pre-diabetes Status at Randomisation"
82,Bivalirudin in Acute Myocardial Infarction vs Glycoprotein IIb/IIIa and Heparin Undergoing Angioplasty (BRIGHT):a Randomised Controlled Trial
137,"In patients with symptomatic PAD, vorapaxar reduced a first ALI [acute limb ischaemia] event by 42% (HR, 0.58; 95% CI, 0.39–0.86; P=0.006). The benefit of vorapaxar was not modified by planned thienopyridine use (P for interaction=0.22), aspirin use (P for interaction=0.56), or statin use (P for interaction=0.97) at baseline"
203,"Subgroup analyses by sex, age (â‰¤40 years vs 41â€“55 years vs >55 years), EDSS at baseline (â‰¤5 vs >5), Gd lesion status at baseline, and age plus Gd status at baseline (â‰¤50 years and Gd+ â‰¥1 vs >50 years and Gd+ <1) yielded similar results and did not alter the conclusion of no eï¬ƒ  cacy of ï¬ ngolimod in patients with primary progressive multiple sclerosis (data not shown)"
202,"Subgroup analyses by sex, age (≤40 years vs 41–55 years vs >55 years), EDSS at baseline (≤5 vs >5), Gd lesion status at baseline, and age plus Gd status at baseline (≤50 years and Gd+ ≥1 vs >50 years and Gd+ <1) yielded similar results and did not alter the conclusion of no eﬃ  cacy of ﬁ ngolimod in patients with primary progressive multiple sclerosis (data not shown)"
162,Not clear from title
218,"Subgroup is ""main meal"""
88,Comparison of Twice-Daily Insulin Lispro Low Mixture Versus Once-Daily Basal Insulin Glargine and Once-Daily Prandial Insulin Lispro as Insulin Intensification Strategies in Patients With Type 2 Diabetes Who Have Inadequate Glycemic Control on Basal Insulin Glargine and Metformin and/or Pioglitazone
102,"Efficacy and safety of liraglutide, a once-daily human glucagon-like peptide-1 analogue, in Latino/Hispanic patients with type 2 diabetes: post hoc analysis of data from four phase III trials"
150,"In this context, we exam-ined data from the largest trial of antiplatelet therapy dura-tion after PCI, the Dual Antiplatelet Therapy (DAPT) Study,17 including 8198 patients enrolled with DM, as a prespeciﬁed analysis"
71,asthma trial by fixed airflow obstruction status at baseline
18,"A 12 Week, Randomized, Double-blind, Double-dummy, Placebo-controlled Trial of Symbicort TM (160/4.5mcg) Versus Its Mono-products (Budesonide and Formoterol) in Adolescents (at Least 12 Years of Age) and Adults With Asthma - SPRUCE 160/4.5"
44,"A Randomized, Double-Blind, Placebo Controlled, Parallel Group, Multinational Trial, to Assess the Prevention of Thrombotic Events With Ticagrelor Compared to Placebo on a Background of Acetyl Salicylic Acid (ASA) Therapy in Patients With History of Myocardial Infarction"
283,Whole paper subgroup paper - prior omalizumab treatment
264,"This effect of sacubitril/valsartan compared with enalapril on the expanded composite was also consistent across all subgroups, eg, age, sex, race, region, and medical history (data not shown)."
33,"A Phase 2/3, Placebo-Controlled, Efficacy and Safety Study of Once-Weekly, Subcutaneous LY2189265 Compared to Sitagliptin in Patients With Type 2 Diabetes Mellitus on Metformin"
238,"The ef<U+FB01>cacy of liraglutide 3.0 mg was consistent across various demographic subgroups. However, there was a tendency for less weight loss in subjects with a BMI [40 kg m-2 and greater weight loss in females versus males."
103,Efficacy of lixisenatide in patients with type 2 diabetes: A post hoc analysis of patients with diverse β-cell function in the GetGoal-M and GetGoal-S trials
167,Patients with more prior AEDs tended to have lower percent reduction in POS frequency from baseline (figure e-1A on the Neurology® Web site at Neurology.org). Percent reduction in POS frequency from baseline was not affected by concomitant AED inducer status (figure e-1B).
78,"At week 52, further improvements in the BASDAI score were observed in patients treated with secukinumab who were anti-TNF naive (mean6 SD change from baseline 23.36 2.3 with secukinumab IV!150 mg and 22.96 1.9 with secukinumab IV!75 mg) and those who had an inadequate response to anti-TNF agents (mean6 SD change 2.86 1.9 with secukinumab IV!150 mg and 22.7 6 1.9 with secukinumab IV!75 mg)."
123,"Improvements in peak FEV1 were significantly greater with aclidinium/formoterol versus salmeterol/fluticasone regardless of prior ICS use or incidence of exacerbations in the previous 12 months. Mean treatment differences were larger in patients with prior ICS use (122 mL) versus no prior ICS (76 mL) and for patients who had experienced exacerbations within 12 months (113 mL) versus those who had not (84 mL) (all analyses, p⩽0.0001)"
168,"Phase 3 Randomized, Double-Blind Study Of The Efficacy And Safety Of 2 Doses Of CP-690,550 Compared To Methotrexate In Methotrexate-Naive Patients With Rheumatoid Arthritis"
31,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Safety and Efficacy of SCH 530348 in Addition to Standard of Care in Subjects With Acute Coronary Syndrome: Thrombin Receptor Antagonist for Clinical Event Reduction in Acute Coronary Syndrome (TRA•CER)"
196,"Subgroup Analyses Analyses were undertaken in an attempt to identify subgroups with an improved treatment effect. Prespecified analyses used the baseline variables age, sex, duration of type 1 diabetes, method of insulin administration, BMI, HbA1c level, hypoglycemia unawareness status, severe hypoglycemia within the last 12 months, renal function, and geographic region. Post hoc analyses (specified after unblinding) included baseline variables such as smoker status, country, and C-peptide level (less than or greater than or equal to the lower limit of quantification [LLOQ; 0.03 nmol/L]).                                           Subgroup Analyses Subgroup analyses identified no notably different findings, with the exception of C-peptide positivity (Supplementary Tables 5–10 and Supplementary Fig. 3). In the current trial, 239 of 1,373 subjects with baseline C-peptide measurements were C-peptide positive (value above or equal to the LLOQ [0.03 nmol/L]) (Supplementary Table 1). Baseline characteristics of the C-peptide–positive subjects showed a shorter duration of type 1 diabetes and higher baseline HbA1c values (Supplementary Table 1). For both the 1.8 and 1.2 mg liraglutide dose groups, reductions in HbA1c level from baseline were greater for C-peptide–positive subjects (0.83% and 0.71%, respectively) than for subjects who were C-peptide negative (0.47% and 0.44%, respectively). For the lowest liraglutide dose group (0.6 mg), HbA1c reductions were similar for C-peptide–positive and C-peptide– negative patients (0.42% and 0.44%, respectively). C-peptide–positive subjects also experienced a lower rate of symptomatic hypoglycemia and very few episodes (two, one, zero, and one events, respectively, in the liraglutide 1.8, 1.2, and 0.6 mg, and placebo groups) of hyperglycemia with ketosis (plasma ketone level .1.5 mmol/L) compared with C-peptide–negative participants. The interaction between treatment effect and C-peptide positivity was not statistically significant for either HbA1c level or symptomatic hypoglycemia for any dose group (Supplementary Tables 6 and 8, respectively). For all liraglutide dose groups, estimated mean reductions in HbA1c level were greater for patients with a baseline HbA1c level ,8.5% of those with a baseline HbA1c level of$8.5% (1.8 mg 0.57% vs. 0.46%; 1.2 mg 0.54% vs. 0.40%; 0.6 mg 0.44% vs. 0.41%). However, the interaction between treatment effect and baseline HbA1c level was not statistically significant for any dose group (Supplementary Table 10)."
64,"Analyses were undertaken in an attempt to identify subgroups with an improved treatment effect. Prespeciﬁed analyses used the baseline variables age, sex, dura-tion of type 1 diabetes, method of insulin administration, BMI, HbA1c level, hypogly-cemia unawareness status, severe hypo-glycemia within the last 12 months, renal function, and geographic region. Post hoc analyses (speciﬁed after unblind-ing) included baseline variables such as smoker status, country, and C-peptide level (less than or greater than or equal to the lower limit of quantiﬁcation [LLOQ; 0.03 nmol/L]). Subgroup analyses identiﬁed no notably different ﬁndings, with the exception of C-peptide positivity (Supplementary Tables 5–10 and Supplementary Fig. 3). In the current trial, 239 of 1,373 subjects with baseline C-peptide measurements were C-peptide positive (value above or equal to the LLOQ [0.03 nmol/L]) (Supplementary Table 1)"
197,"Subgroup analyses based on age, sex, race, baseline serum UA levels, comorbid conditions, renal function, and thiazide diuretic use provided results consistent with those from the primary analysis in the intent-to-treat population."
198,"Subgroup analyses based on age, sex, race, baseline serum UA levels, comorbid conditions, renal function, and thiazide diuretic use provided results consistent with those from the primary analysis in the intent-to-treat population. In subgroups categorized according to baseline renal function (estimated creatinine clearance ,60, ,90, and $90 ml/minute), treatment-group differences in TEAE and serum creatinine elevation rates were consistent with those in the overall study population (data not shown)."
2,Don�t know why isnt included
255,"The primary efficacy analysis was also performed in several subgroups of patients defined by age, gender, blood pressure levels and heart rate, and the benefit of nicorandil in reducing the number of myocardial ischemia attackswas consistently observed across all subgroups."
151,"In this prospective, multicenter, open-label, randomized controlled trial, our results clearly demonstrated that 12 weeks of adjunctive ther-apy with nicorandil signiﬁcantly reduced the number of myocardial is-chemia attacks(LSMEANS 0.896) compared to standard anti-angina therapies alone(LSMEANS 1.782),with an adjusted ratio of 0.503 (95% CI: 0.301, 0.840; P = 0.0086). The primary efﬁcacy analysis was also performed in several subgroups of patients deﬁned by age, gender, blood pressure levels and heart rate, and the beneﬁt of nicorandil in re-ducing the number of myocardial ischemia attacks was consistently ob-served across all subgroups."
249,"The HbA1c response across subgroups defined by baseline demographics, disease-related and anthropometric characteristics, and insulin stratum (premixed insulin or intermediate- and long-acting acting insulin), was similar to that seen in the overall study population (data not shown)."
248,"The HbA1c response across subgroups deﬁned by baseline demographics, disease-related and anthro-pometric characteristics, and insulin stratum (premixed insulin or intermediate- and long-acting acting insulin), was similar to that seen in the overall study population (data not shown). The HbA1c treatment response was also similar for patients taking metformin compared with those not taking metformin (Table 2)"
28,A Multicenter Trial Comparing the Efficacy and Safety of GSK573719/GW642444 With GW642444 and With Tiotropium Over 24 Weeks in Subjects With COPD
194,"Subgroup analyses according to the type (TNFi vs non-TNFi) or number (<3 vs ≥3) of previous bDMARDs used revealed no consistent, signiﬁcant differences in outcomes of FACIT-F, dur-ation of MJS, HAQ-DI or patient’s assessment of pain (VAS) at weeks 12 and 24."
195,"Subgroup analyses according to the type (TNFi vs non-TNFi) or number (<3 vs â‰¥3) of previous bDMARDs used revealed no consistent, signiï¬cant differences in outcomes of FACIT-F, dur-ation of MJS, HAQ-DI or patientâ€™s assessment of pain (VAS) at weeks 12 and 24"
199,"Subgroup analyses based on age, sex, race, baseline sUA, comorbidities, renal function and thiazide diuretic use provided results consistent with primary analysis of the ITT population (see online supplementary material 4 for renal function and diuretic analyses)."
113,"For all prespecified subgroups, there was no statistical evidence of interaction (Figure 3; eTable 2 in Supplement 3);NA"
57,"AMBITION included a sizable population with CTD-PAH, thus providing an opportunity to evaluate the response to initial combination therapy versus monotherapy in a long-term, event-driven study. We present a post hoc analysis of the CTD-PAH population, as well as the SSc subset of the CTD group."
48,"A subgroup analysis was performed to examine the change from baseline in body weight for both treatment groups and in subgroups determined by baseline BMI (,27 kg/m2 [n = 48] and $27 kg/m2 [n = 125]). The LSM (SE) difference in weight change from baseline to week 24 between lixisenatide- and placebotreated patients was –1.26 (0.56) in patients with a BMI ,27 kg/m2 and –1.30 (0.32) in patients with a BMI $27 kg/m2. This finding demonstrates the relatively low variability in weight loss according to baseline BMI and the absence of excessive weight change in either subgroup."
24,"A larger reduction in the DAS28-CRP from base-line was seen in patients with a baseline hsCRP level of .10 mg/liter compared with those with a baseline hsCRP level of #10 mg/liter. At week 24, in the subgroup of patients with a baseline hsCRP level of #10 mg/liter, the LSM changes from baseline in the DAS28-CRP were 21.32 in the secukinumab 150 mg group (P 5 0.0304), 21.37 in the secukinumab 75 mg group (P 5 0.0171), and 21.86 in the abatacept group (P 5 0.0001), as compared with an LSM change of 20.70 in the placebo group. In the subgroup of patients with a baseline hsCRP level of .10 mg/liter, the LSM changes from baseline in the DAS28-CRP were 21.64 in those receiving 150 mg secukinumab (P5 0.3878), 21.57 in those receiving 75 mg secukinumab (P 5 0.5443), and 22.32 in those receiving abatacept (P 5 0.0021), as compared with 21.39 in those receiving placebo."
72,"At 12–15 months, patients with either a DAPT Score ≥2 or <2 had a reduction in the risk of MI with continued thienopyridine therapy compared with placebo (cumulative monthly incidence of 0.16% vs. 0.51%, p<0.001 for Score ≥2; 0.08% vs. 0.24%, p=0.01, for Score <2, Supplemental Table 2), albeit with a trend towards greater magnitude in those with Score ≥2 (absolute risk reduction 0.35%), compared with Score <2 (absolute risk reduction 0.15%, interaction p=0.06, Figure 3A). At 30–33 months, the continued thienopyridine group had a higher risk of MI than the placebo group in patients with DAPT Score ≥2 (cumulative monthly incidence 0.43% vs. 0.18%, p=0.008), with a similar incidence between randomized groups in patients with DAPT Score <2 (0.16% vs. 0.13% respectively, p=0.61; interaction p=0.05 across DAPT Score strata)."
253,"The monthly cumulative incidence of MI by time period, and by subgroups of stent type and DAPT Score, were not pre-specified endpoints and may be underpowered"
257,"There was no difference in the median con-centration of hsTnI at month 6 among patients treated with alogliptin versus placebo (5.3 ng/L versus 5.5 ng/L, P=0.58), including in subgroup with hsTnI <26 ng/L at  baseline"
46,"A subanalysis of patients without baseline LVH
in the HOPE trial showed that these patients had a lower risk
of developing LVH if they received antihypertensive treatment
with angiotensin-converting enzyme inhibitor compared to
other subgroups in their study"
61,"Analyses of efficacy data by prespecified subgroups including age, gender, concomitant/prior DMARD use, symptom duration and prior anti-TNF exposure showed no substantial differences in outcome to week 204 be-tween any of the subgroups where sample sizes were large enough to permit meaningful evaluation (data not shown)"
60,"Analyses of efficacy data by prespecified subgroups including age, gender, concomitant/prior DMARD use, symptom duration and prior anti-TNF exposure"
40,"A Randomized, Double-blind, Placebo-controlled, Multicenter Study of Secukinumab to Demonstrate the 16 Week Efficacy and to Assess the Long Term Safety, Tolerability and Efficacy up to 2 Years in Patients With Active Ankylosing Spondylitis"
26,"A marginally signiﬁcant interaction (P=0.04) was present between PA category and treatment, such that poor activity may be associated with higher risk of the primary outcome and HF hospitalization in those who received placebo. However, this analysis is limited by the occurrence of <20 events in the ideal PA group (Table V in the online-only Data Supplement)."
58,"Among patients with a prior hospitalisation, the rate of moderate or severe exacerbations was 22.9% lower in the roflumilast versus placebo group (RR 0.771, 95% CI 0.610–0.974; p=0.029) and the rate of severe exacerbations was 34.9% lower (RR 0.651, 95% CI 0.477–0.887; p=0.007) (figure 1). In patients without a hospitalisation for COPD exacerbation in the previous year, the reductions in the rate of moderate or severe and severe exacerbations with roflumilast were 8.6% and 7.6%, respectively. Neither was significantly different compared with placebo (figure 1)."
209,"Subgroup analyses of background LABA use on trough FEV1, SGRQ and rescue medication use were also performed. Improvements in trough FEV1 were observed irrespective of background LABA use"
21,"A Double-Blind, Randomized, Placebo-controlled, Multicenter Study to Evaluate Long-Term Tolerability and Durable Efficacy of AMG 145 (Evolocumab) on LDL-C in Hyperlipidemic Subjects"
1,"Has line plots. Also ""As shown in figure 2, a similar dose�response pattern was observed for BMI categories and DAS28 among all randomised patients"""
174,pre-spec plus post hoc;NA
140,"In prespeciﬁed subgroup analyses, we investigated possible subgroup interactions for the primary composite outcome with sex, Chinese region, coronary heart disease inclusion criteria, previous heart failure, and age at randomisation, as well as baseline HbA1c, fasting plasma glucose, 2 h plasma glucose, systolic blood pressure, BMI, and eGFR in stratiﬁed log-rank analyses. We analysed diﬀerences in biochemical and clinical characteristics over time using a linear mixed regression model. HRs for the components of the primary composite outcome did not diﬀer between treatment groups and no signiﬁcant interactions were identiﬁed in the prespeciﬁed sub-group analyses (appendix)."
139,"In prespecified subgroup analyses, we investigated possible subgroup interactions for the primary composite outcome with sex, Chinese region, coronary heart disease inclusion criteria, previous heart failure, and age at randomisation, as well as baseline HbA1c, fasting plasma glucose, 2 h plasma glucose, systolic blood pressure, BMI, and eGFR in stratified log-rank analyses.                                                      HRs for the components of the primary composite outcome did not differ between treatment groups and no significant interactions were identified in the prespecified subgroup analyses (appendix)."
189,Secondary Prevention With HMG-CoA Reductase Inhibitor Against Stroke
267,"To calculate the p-values for treatment interactions, a Cox PH model was ﬁtted with covariates of age, gender, subgroup and subgroup by treatment for each baseline variable. P-values 0.05 were considered nominally signiﬁcant. There was no evidence of an interaction of any of these risk factors with treatment; speciﬁcally, there was no additional risk in patients randomized to the ICS-containing arms (all p-values > 0.14)"
258,"There was no evidence of an interaction of any of these risk factors with treatment; speci?cally, there was no additional risk in patients randomized to the ICS-containing arms (all p-values > 0.14)"
232,the change from baseline in HAQ-DI score was similar in all subgroups defined according to the number of TNF inhibitors that had failed in the patients owing to an inadequate response
38,"A Randomized, 30-week, Active-controlled, Open Label, 2- Treatment Arm, Parallel-group, Multicenter Study Comparing the Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination to Insulin Glargine With or Without Metformin in Patients With Type 2 Diabetes Mellitus (T2DM)"
193,stratified by metformin use and subgroup analysis on this characteristic
53,"Across all treatment groups, there weregreater HbA1c (mean 6 SD) decreasesfrombaseline in the subgroupwith higher(.8.5% [69.4 mmol/mol]) baseline(40 mg/day 21.9% 6 1.0% [220.8 610.9 mmol/mol]; 60 mg/day 22.0% 61.0% [221.96 10.9 mmol/mol]; placebo20.7%61.8% [27.7619.7mmol/mol])compared with the group with baselineHbA1c #8.5% (40 mg/day 21.1% 6 1.0%[212.0 6 10.9 mmol/mol]; 60 mg/day21.0%61.0%[210.9610.9 mmol/mol];placebo 20.25% 6 1.0% [22.7 6 10.9mmol/mol])."
117,"Greater HbA1c lowering for the co-administrations compared with individual agents was observed across subgroups of age, sex, race or ethnicity (Table S2, Appendix S1)."
111,Figure text empty
275,"Whole paper ""use of lamotrigine (LTG) or topiramate"""
86,"Brivaracetam (BRV). Lamotrigine (LTG), and topiramate (TPM). This post-hoc subgroup analysis was conducted to assess efﬁcacy, safety, and tolerability of BRV with concomitant LTG or TPM"
276,"Whole paper ""women with diabetes or pre-diabetes"". Comparison with and wihout diabetes. Title ""Effect of denosumab on fasting glucose in women with diabetes or prediabetes from the FREEDOM trial"""
79,Barchart. Need to read into tabletidier at some point
67,"Apixaban for Prevention of Acute Ischemic Events - 2 A Phase 3, Randomized, Double-Blind, Evaluation of the Safety and Efficacy of Apixaban In Subjects With a Recent Acute Coronary Syndrome"
186,"Results were similar in the subpopulationof patients with only a perianal fistula at baseline [HR:2.22; 95% CI, 0.45–11.02] [Figure 2B]."
214,Subgroup analyses were carried out on the basis of previous anti-TNF therapy or con-comitant MTX treatment.
77,"At week 24, in anti-TNF-naïvepatients the ACR20/50 response rates were 51.6%/41.1%(secukinumab 300 mg), 45.7%/24.5% (secukinumab 150mg), and 19.4%/11.8% (placebo). In the anti-TNF-IR patients,the ACR20/50 response rates were 40.9%/20.5%in secukinumab 300 mg and 34.1%/6.8% in secukinumab150 mg versus 9.1%/2.3% in the placebo group (Figs. 2and 3)."
154,Line chart: need to read into tabletidier at some point
281,Whole paper is single subgroup paper. Barchart. Need to read into tabletidier at some point
280,"Whole paper is singe sub-group paper, meta-analysis of a few trials. Bar charts need to read into table tidier at some point"
32,"A Multicentre, Randomized, Double-blind, Placebo-controlled, Parallel-group Study Of Oral Cp-690,550 As A Maintenance Therapy In Subjects With Ulcerative Colitis"
16,"""The treatment effect was similar insubgroup 1 and subgroup 2 (Fig. S2 in the SupplementaryAppendix)."""
80,Barcharts and line charts. Need to read into tabletidier at some point
161,Not a baseline table
9,"""In thesubgroup of patients with psoriasis affecting 53% BSA atbaseline, patients in all active treatment groups reportedsignificant improvement relative to placebo in the ItchNRS at week 24 (Fig. 1A"" ""in the subgroup of patients with psoriasisaffecting53% BSA at baseline, patients in all active treatmentgroups reported significant improvements in DLQI at24 weeks (Fig. 1C"""
13,"""Subgroup analyses of the proportion of patients withreduction from baseline stool frequency subscore of 1point, the proportion of patients with rectal bleedingsubscore ¼ 0, and the proportion of patients withreduction from baseline rectal bleeding subscore of 1point demonstrated the efficacy of tofacitinib regardlessof prior anti-TNF treatment failure status (Figure 3), theuse of corticosteroids at baseline (SupplementaryFigure 4), or baseline CRP level (SupplementaryFigure 5), with consistent treatment effects observedacross all subgroups."""
213,"Subgroup analyses of the proportion of patients with reduction from baseline stool frequency subscore of 1 point, the proportion of patients with rectal bleeding subscore ¼ 0, and the proportion of patients with reduction from baseline rectal bleeding subscore of 1 point demonstrated the efﬁcacy of tofacitinib regardless of prior anti-TNF treatment failure status (Figure 3), the use of corticosteroids at baseline (Supplementary Figure 4), or baseline CRP level (Supplementary Figure 5), with consistent treatment effects observed across all subgroups."
92,"Current guidelines on the treatment of rheumatoid arthritis (RA) recommend early therapy targeting the achievement of low disease activity (LDA) or clinical remission. Little published information is available on the success of this treatment strategy in Latin America. In a subset analysis of patients from Latin America, we compared efﬁcacy maintenance with etanercept 50mg once weekly (ETN50) versus placebo (PBO), on a background of methotrexate (MTX)±other non-biologic, disease-modifying antirheumatic drugs, in patients with moderate-to-severe RA who had achieved LDA with ETN50"
115,"Further subgroup analyses by age, body mass index and presence of diabetes found no differences between treatment groups in the rates of AEs or SAEs in any of the subgroups (Supplementary Table 3)."
188,"Secondary analysis, new outcome renal outcomes."
229,Tables show results for all participants and participants with <70 mg/dL LDL cholesterol
