nct_id,phase,number_of_arms,brief_title,official_title,enrollment,a,b,comparator,combination
NCT00090168,Phase 3,NA,Cholesterol Lowering Level of MK0653A+Simvastatin in Patients With Hypercholesterolemia and Atherosclerotic or Coronary Vascular Disease (0653A-806)(COMPLETED),A Multicenter Study to Assess the Cholesterol Lowering Level of Switching to an Investigational Drug Compared to Doubling the Dose of an Investigational Drug in Patients With Hypercholesterolemia and Atherosclerotic or Coronary Vascular Disease,435,ezetimibe|ezetimibe|atorvastatin,simvastatin,undefined,NA
NCT00327145,Phase 3,NA,A Study to Evaluate the Combination of Valsartan and Amlodipine in Hypertensive Patients Not Controlled on Monotherapy,"A Double-blind, Randomized, Multicenter Study to Evaluate the Effectiveness of the Combination of Valsartan & Amlodipine in Hypertensive Patients Not Controlled on Monotherapy",894,hydrochlorothiazide|amlodipine,valsartan,undefined,NA
NCT00092625,Phase 3,NA,Co-administration Study in Patients With Elevated Cholesterol and Coronary Heart Disease (0653-803),"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Study to Evaluate Efficacy, Safety, and Tolerability of Ezetimibe 10 mg or Placebo Added to Existing Atorvastatin 10 mg or 20 mg in Attaining Low-Density Lipoprotein Cholesterol Target Levels in Patients With Hypercholesterolemia and Coronary Heart Disease.",442,ezetimibe|ezetimibe|placebo,ezetimibe,undefined,NA
NCT00350168,Phase 3,NA,Efficacy & Safety of Orally Administered Valsartan/Amlodipine Combo Therapy vs Amlodipine Monotherapy in Patients With Stage II Hypertension,An 8-week Multicenter Study to Evaluate the Efficacy and Safety of Orally Administered Valsartan/Amlodipine Combination Based Therapy Versus Amlodipine Monotherapy in Patients With Stage II Hypertension,647,amlodipine,valsartan,undefined,NA
NCT00441350,Phase 3,2,Olmesartan/HCTZ 40/12.5 mg Combination Therapy Versus Olmesartan Medoxomil 40 mg Monotherapy in Essential Hypertension,Phase III Study Evaluating the Efficacy and Safety of Olmesartan Medoxomil/Hydrochlorothiazide 40/12.5 mg Combination Therapy Versus Olmesartan Medoxomil 40 mg Monotherapy in Patients With Essential Hypertension,1004,NA,hydrochlorothiazide,plac_stnd,FALSE
NCT00541697,Phase 3,NA,Eze/Simva Switch Study in Diabetics (0653A-807),"A Double-Blind, Multicenter Study to Assess the LDL-C Lowering of Combination Tablets Ezetimibe/Simvastatin (10mg/20mg) and Ezetimibe/Simvastatin (10mg/40mg) Compared to Atorvastatin 20mg in Patients With Type II Diabetes.",648,ezetimibe|ezetimibe|atorvastatin,simvastatin,undefined,NA
NCT00280540,Phase 4,NA,Efficacy and Safety of Valsartan/Hydrochlorothiazide Combination Therapy in Patients With Hypertension,"A 6-week Treatment Regimen Study to Evaluate the Efficacy of Initial High Dose Valsartan Monotherapy (160 mg) or Combo Therapy (Valsartan + Hydrochlorothiazide, 160/12.5 mg) to Conventional Low-dose Valsartan Monotherapy (80 mg) in Managing Patients With Hypertension",648,hydrochlorothiazide,valsartan,undefined,NA
NCT00225589,Phase 3,NA,A Study Measuring Effects on Intima Media Thickness: An Evaluation of Rosuvastatin 40 mg (METEOR),"A Randomized, Double-blind, Placebo-controlled, Multicenter Parallel Group Phase III Study Measuring Effects on Intima Media Thickness: an Evaluation Of Rosuvastatin 40 mg (METEOR)",840,NA,rosuvastatin,poss_plac_stnd,NA
NCT02414854,Phase 3,4,Evaluation of Dupilumab in Patients With Persistent Asthma (Liberty Asthma Quest),"A Randomized, Double Blind, Placebo-Controlled, Parallel Group Study to Evaluate the Efficacy and Safety of Dupilumab in Patients With Persistent Asthma",1902,placebo,dupilumab,plac_stnd,FALSE
NCT01508936,Phase 3,2,Study to Evaluate the Efficacy and Safety of Reslizumab Treatment in Patients With Moderate to Severe Asthma,"A 16-Week, Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Efficacy and Safety of Reslizumab (3.0 mg/kg) Treatment in Patients With Moderate to Severe Asthma",511,placebo,reslizumab,plac_stnd,FALSE
NCT02105948,Phase 3,2,Study to Evaluate Efficacy and Safety of Mepolizumab for Frequently Exacerbating Chronic Obstructive Pulmonary Disease (COPD) Patients,Study MEA117106: Mepolizumab vs. Placebo as add-on Treatment for Frequently Exacerbating COPD Patients,837,placebo,mepolizumab,plac_stnd,FALSE
NCT01691521,Phase 3,3,Efficacy and Safety Study of Mepolizumab Adjunctive Therapy in Subjects With Severe Uncontrolled Refractory Asthma,"MEA115588 A Randomised, Double-blind, Double-dummy, Placebo-controlled, Parallel-group, Multi-centre Study of the Efficacy and Safety of Mepolizumab Adjunctive Therapy in Subjects With Severe Uncontrolled Refractory Asthma",580,NA,mepolizumab,plac_stnd,FALSE
NCT01484496,Phase 3,2,A Study of Belimumab Administered Subcutaneously in Subjects With Systemic Lupus Erythematosus (SLE),"A Phase 3, Multi-Center, Randomized, Double-Blind, Placebo-Controlled, 52-Week Study to Evaluate the Efficacy and Safety of Belimumab (HGS1006) Administered Subcutaneously (SC) to Subjects With Systemic Lupus Erythematosus (SLE)",839,placebo,belimumab,plac_stnd,FALSE
NCT01597245,Phase 3,5,A Phase 3 Study in Participants With Moderate to Severe Psoriasis (UNCOVER-2),"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study Comparing the Efficacy and Safety of LY2439821 to Etanercept and Placebo in Patients With Moderate-to-Severe Plaque Psoriasis",1224,placebo,ixekizumab,plac_stnd,FALSE
NCT00106847,Phase 3,NA,A Study of the Safety and Effectiveness of Infliximab in Patients With Plaque-type Psoriasis,"A Phase III, Multicenter, Randomized, Double-Blind, Placebo-Controlled Trial Evaluating the Efficacy and Safety of Infliximab Induction Therapy Followed by Multiple Regimens of Maintenance InfliximabTherapy in Patients With Plaque-Type Psoriasis",683,NA,infliximab,poss_plac_stnd,NA
NCT00237887,Phase 3,NA,Efficacy and Safety of Adalimumab in Subjects With Moderate to Severe Chronic Plaque Psoriasis,"A Phase III, Multicenter Study of the Efficacy and Safety of Adalimumab Treatment in Subjects With Moderate to Severe Chronic Plaque Psoriasis",1212,NA,adalimumab,poss_plac_stnd,NA
NCT01358578,Phase 3,6,"Safety and Efficacy of Secukinumab Compared to Etanercept in Subjects With Moderate to Severe, Chronic Plaque-Type Psoriasis","A Randomized, Double-blind, Double-dummy, Placebo Controlled, Multicenter Study of Subcutaneous Secukinumab to Demonstrate Efficacy After Twelve Weeks of Treatment, Compared to Placebo and Etanercept, and to Assess the Safety, Tolerability and Long-term Efficacy up to One Year in Subjects With Moderate to Severe Chronic Plaque-type Psoriasis",1306,NA,secukinumab,plac_stnd,FALSE
NCT01695239,Phase 3,4,A Study of Ixekizumab in Participants With Active Psoriatic Arthritis,"A Multicenter, Randomized, Double-Blind, Active and Placebo-Controlled 24-Week Study Followed by Long Term Evaluation of Efficacy and Safety of Ixekizumab (LY2439821) in Biologic Disease-Modifying Antirheumatic Drug-Naive Patients With Active Psoriatic Arthritis",417,placebo,ixekizumab,plac_stnd,FALSE
NCT00092586,Phase 3,NA,Study of an Approved Drug With a Statin (a Medication That Lowers Cholesterol Levels) as Compared to Statin Therapy Alone in Patients With High Cholesterol (0653-040),"A Multi-center, Double-Blind, Randomized, Placebo-Controlled, Parallel Group, 6-Week Study to Evaluate the Efficacy and Safety of Ezetimibe 10 mg/Day When Added to Ongoing Therapy With a Statin Versus Statin Therapy Alone, in Patients With Hypercholesterolemia Who Have Not Reached National Cholesterol Education Program (NCEP) Adult Treatment Panel (ATP) III Target LDL-Cholesterol Level",2904,ezetimibe|C10AA HMG CoA reductase inhibitors,ezetimibe,undefined,NA
NCT00154271,Phase 4,NA,Effects of Blood Pressure Reduction on High Sensitivity C-Reactive Protein (hsCRP),Effects of Blood Pressure Reduction on High Sensitivity C-Reactive Protein (hsCRP),1677,valsartan,valsartan,undefined,NA
NCT00300456,Phase 3,6,Evaluate Safety and Efficacy of ABT-335 in Combination With Simvastatin in Subjects With Multiple Abnormal Lipid Levels in the Blood,"A Multicenter, Randomized, Double-Blind, Prospective Study Comparing the Safety and Efficacy of ABT-335 and Simvastatin Combination Therapy to ABT-335 and Simvastatin Monotherapy in Subjects With Mixed Dyslipidemia",657,placebo,choline fenofibrate,plac_stnd,FALSE
NCT00276484,Phase 3,2,To Evaluate Ezetimibe Plus Atorvastatin Versus Atorvastatin in Patients With High Cholesterol Not Controlled on Atorvastatin 40 mg (0653-090),"A Multicenter, Rand., Double-Blind, Titration Study to Evaluate & Compare the Efficacy & Safety of Ezetimibe Plus Atorvastatin Vs Atorvastatin in Hypercholesterolemic Pts. at High Risk for CHD Not Adequately Controlled on Atorvastatin 40 Mg",579,NA,ezetimibe,plac_stnd,FALSE
NCT00463606,Phase 3,3,A Multicenter Study Comparing the Safety and Efficacy of ABT-335 and Rosuvastatin Calcium Combination Therapy to Monotherapy in Subjects With Dyslipidemia,"A 12-week, Multicenter, Randomized, Double-Blind, Parallel-Group Study of the Combination of ABT-335 and Rosuvastatin Compared to ABT-335 and Rosuvastatin Monotherapy in Subjects With Type IIa and IIb Dyslipidemia",760,NA,choline fenofibrate,plac_stnd,FALSE
NCT00251134,Phase 3,2,OMEGA-Study: Effect of Omega 3-Fatty Acids on the Reduction of Sudden Cardiac Death After Myocardial Infarction,"OMEGA: A Prospective, Randomised, Double-Blind, Placebo-Controlled Multicentre Study in Patients Who Survived Acute Myocardial Infarction to Investigate the Efficacy and Safety of 1 Gram Ω-3-Fatty Acid Ethyl Esters (Ω-3FAE) Daily Versus Placebo to Reduce the Risk of Sudden Cardiac Death.",3800,placebo,omega-3-triglycerides incl. other esters and acids,plac_stnd,FALSE
NCT00300482,Phase 3,6,Evaluate Safety and Efficacy of ABT-335 in Combination With Rosuvastatin Calcium in Subjects With Multiple Abnormal Lipid Levels in the Blood,"A Multicenter, Randomized, Double-Blind, Prospective Study Comparing the Safety and Efficacy of Fenofibric Acid and Rosuvastatin Calcium Combination Therapy to Fenofibric Acid and Rosuvastatin Calcium Monotherapy in Subjects With Mixed Dyslipidemia",1445,placebo,choline fenofibrate,plac_stnd,FALSE
NCT00822211,Phase 3,3,Efficacy of add-on Therapy With Vildagliptin in Chinese Patients With Type 2 Diabetes Inadequately Controlled With Prior Metformin Monotherapy,"A Multicenter, Double-Blind, Randomized, Parallel-Group Study to Compare the Effect of 24 Weeks Treatment With Vildagliptin 50 mg Bid to Placebo as Add-On Therapy in Patients With Type 2 Diabetes Inadequately Controlled With Metformin Monotherapy",404,placebo,vildagliptin,plac_stnd,FALSE
NCT00035984,Phase 3,4,Evaluation of the Effect on Glucose Control of AC2993 in Patients With Type 2 Diabetes Mellitus,"A Phase 3, Randomized, Triple-Blind, Parallel-Group, Long-Term, Placebo-Controlled, Multicenter Study to Examine the Effect on Glucose Control (HbA1c) of AC2993 Given Twice Daily in Subjects With Type 2 Diabetes Mellitus Treated With Metformin and a Sulfonylurea",734,placebo,exenatide,plac_stnd,FALSE
NCT00407537,Phase 4,1,Caduet vs Usual Care in Subjects With Hypertension and Additional Risk Factors,A Cluster Randomized Trial On Cardiovascular Risk Factor Management: Caduet Versus Usual Care In Subjects With Hypertension And Additional Cardiovascular Risk Factors In Clinical Practice,1531,standard care,atorvastatin,plac_stnd,TRUE
NCT00059306,Phase 3,2,Secondary Prevention of Small Subcortical Strokes Trial,Secondary Prevention of Small Subcortical Strokes (SPS3) Trial,3020,not a drug,clopidogrel,plac_stnd,TRUE
NCT00131846,Phase 4,2,Diuretics In the Management of Essential Hypertension (DIME) Study,Effect of Low Dose Thiazide Diuretics on New Onset Type 2 Diabetes in Patients With Essential Hypertension,1130,thiazide diuretic,diuretics,diff_class,FALSE
NCT00685776,Phase 3,2,Study to Assess the Tolerability and Efficacy of Anacetrapib in Patients With Coronary Heart Disease (CHD) or CHD Risk-Equivalent Disease (MK-0859-019),"A 76-Week, Worldwide, Multicenter, Double-Blind, Randomized, Placebo-Controlled Study to Assess the Tolerability and Efficacy of Anacetrapib When Added to Ongoing Therapy With a Statin in Patients With Coronary Heart Disease (CHD) or CHD Risk-Equivalent Disease",1623,placebo,anacetrapib,plac_stnd,FALSE
NCT00853827,Phase 3,2,Safety and Efficacy of Aliskiren on the Progression of Atherosclerosis in Coronary Artery Disease Patients,"A 104 Week, Randomized, Double Blind, Placebo-controlled, Parallel-group, Multicenter Study to Evaluate the Efficacy of Aliskiren on the Progression of Atherosclerosis in Patients With Coronary Artery Disease When Added to Optimal Background Therapy",613,placebo,aliskiren,plac_stnd,FALSE
NCT00121641,Phase 3,5,Saxagliptin Treatment in Subjects With Type 2 Diabetes Who Are Not Controlled With Diet and Exercise,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase 3 Trial to Evaluate the Efficacy and Safety of Saxagliptin (BMS-477118) as Monotherapy in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control With Diet and Exercise",1035,NA,saxagliptin,plac_stnd,FALSE
NCT00713830,Phase 3,2,"GLP-1 Receptor Agonist Lixisenatide in Patients With Type 2 Diabetes for Glycemic Control and Safety Evaluation, on Top of Sulfonylurea","A Randomized, Double-blind, Placebo-controlled, 2-arm Parallel-group, Multicenter 24-week Study Followed by an Extension Assessing the Efficacy and Safety of AVE0010 on Top of a Sulfonylurea in Patients With Type 2 Diabetes Not Adequately Controlled With Sulfonylurea",859,placebo,lixisenatide,plac_stnd,FALSE
NCT01516879,Phase 3,2,Durable Effect of PCSK9 Antibody CompARed wiTh placEbo Study,"A Double-Blind, Randomized, Placebo-controlled, Multicenter Study to Evaluate Long-Term Tolerability and Durable Efficacy of AMG 145 (Evolocumab) on LDL-C in Hyperlipidemic Subjects",905,placebo,evolocumab,plac_stnd,FALSE
NCT00596752,Phase 4,2,Alprostadil in Peripheral Arterial Occlusive Disease (PAOD) Stage IV,"Multinational, Prospective, Randomized, Double-Blind, Placebo-Controlled, Parallel Groups Study to Assess the Efficacy and Safety of Prostaglandin E1 in Subjects With Critical Limb Ischemia (Fontaine Stage IV)",840,placebo,alprostadil,plac_stnd,FALSE
NCT02058160,Phase 3,2,Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination Versus Insulin Glargine in Patients With Type 2 Diabetes,"A Randomized, 30-week, Active-controlled, Open Label, 2- Treatment Arm, Parallel-group, Multicenter Study Comparing the Efficacy and Safety of the Insulin Glargine/Lixisenatide Fixed Ratio Combination to Insulin Glargine With or Without Metformin in Patients With Type 2 Diabetes Mellitus (T2DM)",736,NA,lixisenatide,plac_stnd,FALSE
NCT02058147,Phase 3,3,Efficacy and Safety of Insulin Glargine/ Lixisenatide Fixed Ratio Combination Compared to Insulin Glargine Alone and Lixisenatide Alone on Top of Metformin in Patients With T2DM,"A Randomized, 30 Week, Active-controlled, Open-label, 3-treatment Arm, Parallel-group Multicenter Study Comparing the Efficacy and Safety of Insulin Glargine/ Lixisenatide Fixed Ratio Combination to Insulin Glargine Alone and to Lixisenatide Alone on Top of Metformin in Patients With Type 2 Diabetes Mellitus (T2DM)",1170,NA,lixisenatide,plac_stnd,FALSE
NCT00853658,Phase 3,3,Efficacy and Safety of Aliskiren and Aliskiren/Enalapril Combination on Morbidity-mortality in Patients With Chronic Heart Failure,"A Multicenter, Randomized, Double-blind, Parallel Group, Active-controlled Study to Evaluate the Efficacy and Safety of Both Aliskiren Monotherapy and Aliskiren/Enalapril Combination Therapy Compared to Enalapril Monotherapy, on Morbidity and Mortality in Patients With Chronic Heart Failure (NYHA Class II - IV). The Study is Also Known as Aliskiren Trial of Minimizing OutcomeS in Patients With HEart Failure (ATMOSPHERE).",7064,NA,enalapril,plac_stnd,FALSE
NCT01272219,Phase 3,5,Effect of Liraglutide on Body Weight in Non-diabetic Obese Subjects or Overweight Subjects With Co-morbidities: SCALE™ - Obesity and Pre-diabetes,"Effect of Liraglutide on Body Weight in Non-diabetic Obese Subjects or Overweight Subjects With Co-morbidities: A Randomised, Double-blind, Placebo Controlled, Parallel Group, Multi-centre, Multinational Trial With Stratification of Subject to Either 56 or 160 Weeks of Treatment Based on Pre-diabetes Status at Randomisation",3731,placebo,liraglutide,plac_stnd,FALSE
NCT00135226,Phase 4,4,ASCEND: A Study of Cardiovascular Events iN Diabetes,"A Study of Cardiovascular Events iN Diabetes - A Randomized 2x2 Factorial Study of Aspirin Versus Placebo, and of Omega-3 Fatty Acid Supplementation Versus Placebo, for Primary Prevention of Cardiovascular Events in People With Diabetes",15480,placebo,omega-3-triglycerides incl. other esters and acids,plac_stnd,FALSE
NCT01507831,Phase 3,2,Long-term Safety and Tolerability of Alirocumab (SAR236553/REGN727) Versus Placebo on Top of Lipid-Modifying Therapy in High Cardiovascular Risk Patients With Hypercholesterolemia (ODYSSEY Long Term),"Long-term Safety and Tolerability of SAR236553 (REGN727) in High Cardiovascular Risk Patients With Hypercholesterolemia Not Adequately Controlled With Their Lipid Modifying Therapy: A Randomized, Double-Blind, Placebo-Controlled Study",2341,placebo,alirocumab,plac_stnd,FALSE
NCT01492361,Phase 3,2,A Study of AMR101 to Evaluate Its Ability to Reduce Cardiovascular Events in High Risk Patients With Hypertriglyceridemia and on Statin. The Primary Objective is to Evaluate the Effect of 4 g/Day AMR101 for Preventing the Occurrence of a First Major Cardiovascular Event.,Evaluation of the Effect of AMR101 on Cardiovascular Health and Mortality in Hypertriglyceridemic Patients With Cardiovascular Disease or at High Risk for Cardiovascular Disease: REDUCE-IT (Reduction of Cardiovascular Events With EPA - Intervention Trial),8000,placebo,omega-3-triglycerides incl. other esters and acids,plac_stnd,FALSE
NCT02630706,Phase 3,3,A Study to Evaluate the Efficacy and Safety of Ertugliflozin in Asian Participants With Type 2 Diabetes and Inadequate Glycemic Control on Metformin Monotherapy,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, 26-Week Multicenter Study to Evaluate the Efficacy and Safety of Ertugliflozin in Asian Subjects With Type 2 Diabetes Mellitus and Inadequate Glycemic Control on Metformin Monotherapy",506,NA,ertugliflozin,plac_stnd,FALSE
NCT00733902,Phase 3,4,Tanezumab in Osteoarthritis of the Knee,"A Phase 3 Randomized, Double Blind, Placebo-Controlled Multicenter Study Of The Analgesic Efficacy And Safety Of Tanezumab In Patients With Osteoarthritis Of The Knee",697,placebo,tanezumab,plac_stnd,FALSE
NCT00170950,Phase 3,2,Avoiding Cardiovascular Events Through Combination Therapy in Patients Living With Systolic Hypertension,"A Prospective, Multinational, Multicenter Trial to Compare the Effects of Amlodipine/Benazepril to Benazepril and Hydrochlorothiazide Combined on the Reduction of Cardiovascular Morbidity and Mortality in Patients With High Risk Hypertension",11506,amlodipine,hydrochlorothiazide,diff_class,FALSE
NCT00086502,Phase 3,2,Pioglitazone Add-on Study in Patients With Type 2 Diabetes Mellitus,"A Multicenter, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of the Addition of MK0431 to Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Pioglitazone Therapy",353,placebo,sitagliptin,plac_stnd,FALSE
NCT00121667,Phase 3,4,Study Assessing Saxagliptin Treatment In Type 2 Diabetic Subjects Who Are Not Controlled With Metformin Alone,"""A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase III Trial to Evaluate the Efficacy and Safety of BMS-477118 in Combination With Metformin in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control on Metformin Alone""",1462,placebo,saxagliptin,plac_stnd,FALSE
NCT00313313,Phase 3,3,A Study of Saxagliptin in Subjects With Type 2 Diabetes Who Have Inadequate Blood Sugar Control With Sulfonylureas,"A Multicenter, Randomized, Double-Blind Placebo-Controlled Phase 3 Trial to Evaluate the Efficacy and Safety of Saxagliptin in Combination With Glyburide in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control With Glyburide Alone",768,placebo,saxagliptin,plac_stnd,FALSE
NCT00395343,Phase 3,2,Sitagliptin Added-on to Insulin Study (0431-051),"A Phase III, Multicenter, Randomized, Double-Blind Clinical Trial to Study the Safety and Efficacy of the Addition of Sitagliptin (MK0431) to Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control on Insulin Therapy (Alone or In Combination With Metformin)",641,placebo,sitagliptin,plac_stnd,FALSE
NCT00397631,Phase 3,2,Initial Combination With Pioglitazone Study (0431-064),"A Multicenter, Randomized, Double-Blind Study to Evaluate the Safety and Efficacy of the Initial Therapy With Coadministration of Sitagliptin and Pioglitazone in Patients With Type 2 Diabetes Mellitus",520,placebo,sitagliptin,plac_stnd,FALSE
NCT00482729,Phase 3,2,MK0431A Comparative Study in Patients With Type 2 Diabetes (0431A-079)(COMPLETED),"A Randomized, Double-Blind, Active-Comparator Controlled, Clinical Trial to Study the Efficacy and Safety of MK0431A for the Treatment of Patients With Type 2 Diabetes Mellitus (T2DM)",1246,NA,sitagliptin,plac_stnd,FALSE
NCT00328627,Phase 3,12,Efficacy and Safety of Alogliptin Combined With Pioglitazone in Treating Subjects With Type 2 Diabetes Mellitus.,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled Study to Determine the Efficacy and Safety of the Combination of SYR-322 (SYR110322) and Pioglitazone HCl (ACTOS®), in Subjects With Type 2 Diabetes",1554,placebo,alogliptin,plac_stnd,FALSE
NCT01524289,Phase 3,2,Study to Assess the Tolerability and Efficacy of Anacetrapib Co-administered With Statin in Participants With Heterozygous Familial Hypercholesterolemia (MK-0859-020),"A 1-Year, Worldwide, Multicenter, Double-Blind, Randomized, Parallel, Placebo- Controlled Study to Assess the Efficacy and Tolerability of Anacetrapib When Added to Ongoing Statin Therapy With or Without Other Lipid Modifying Medication(s) in Patients With Heterozygous Familial Hypercholesterolemia",306,placebo,anacetrapib,plac_stnd,FALSE
NCT02203916,Phase 3,3,Azilsartan Medoxomil (TAK-491) Compared to Placebo in Korean Adults With Hypertension,"A Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study to Evaluate the Efficacy and Safety of TAK-491 in Korean Subjects With Essential Hypertension",328,placebo,azilsartan,plac_stnd,FALSE
NCT01191268,Phase 3,3,A Study in Participants With Type 2 Diabetes Mellitus (AWARD-4),The Impact of LY2189265 Versus Insulin Glargine in Combination With Insulin Lispro for the Treatment to Target of Type 2 Diabetes Mellitus (AWARD-4: Assessment of Weekly AdministRation of LY2189265 in Diabetes - 4),884,insulin glargine,dulaglutide,diff_class,FALSE
NCT01154036,Phase 3,8,MK0653C in High Cardiovascular Risk Patients With High Cholesterol (Switch Study)(MK-0653C-162),"A Randomized, Double-Blind, Active-Controlled, Multicenter Study of Patients With Primary Hypercholesterolemia and High Cardiovascular Risk Who Are Not Adequately Controlled With Atorvastatin 10 mg: A Comparison of the Efficacy and Safety of Switching to Coadministration Ezetimibe and Atorvastatin Versus Doubling the Dose of Atorvastatin or Switching to Rosuvastatin",1547,NA,ezetimibe,plac_stnd,FALSE
NCT01717300,Phase 3,3,A Study of the Safety and Efficacy of Anacetrapib (MK-0859) When Added to Ongoing Statin Therapy (MK-0859-021),"A 24-Week, Worldwide, Multicenter, Double-Blind, Randomized, Parallel, Placebo-Controlled Study to Assess the Efficacy and Tolerability of Anacetrapib When Added to Ongoing Statin Therapy With or Without Other Lipid Modifying Medication(s) in Patients With Hypercholesterolemia or Low HDL-C",459,NA,anacetrapib,plac_stnd,FALSE
NCT00220961,Phase 3,2,Actos Now for Prevention of Diabetes (ACT NOW),Actos Now for Prevention of Diabetes (ACT NOW),602,placebo,pioglitazone,plac_stnd,FALSE
NCT00289848,Phase 3,2,MK0431 Monotherapy Study in Patients With Type 2 Diabetes Mellitus (0431-040),"A Multicenter, Double-Blind, Randomized, Placebo-Controlled Study of MK0431 in Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control",530,placebo,sitagliptin,plac_stnd,FALSE
NCT00094757,Phase 3,3,An Investigational Drug Study in Patients With Type 2 Diabetes Mellitus (MK0431-023),"A Multicenter, Randomized, Double-Blind Study of MK0431 in Patients With Type 2 Diabetes Mellitus Who Have Inadequate Glycemic Control",521,sitagliptin,pioglitazone,plac_stnd,TRUE
NCT00295633,Phase 3,3,A Study Assessing Saxagliptin Treatment in Type 2 Diabetic Subjects Who Are Not Controlled With TZD Therapy Alone,"A Multicenter, Randomized, Double Blind, Placebo Controlled, Phase III Trial to Evaluate the Efficacy and Safety of Saxagliptin (BMS477118) in Combination With Thiazolidinedione Therapy in Subjects With Type 2 Diabetes Who Have Inadequate Glycemic Control on Thiazolidinedione Therapy Alone",565,placebo,saxagliptin,plac_stnd,FALSE
NCT00853957,Phase 4,2,Efficacy and Safety of Aliskiren Administered in Combination With Amlodipine Versus Amlodipine Alone in African American Patients With Stage 2 Hypertension,"An 8-week Multicenter, Randomized, Double-blind, Active Control, Parallel Group Study to Evaluate the Efficacy and Safety of Aliskiren Administered in Combination With Amlodipine (150/5 mg, 300/10 mg) Versus Amlodipine Alone (5 mg, 10 mg) in African American Patients With Stage 2 Hypertension",443,NA,aliskiren,plac_stnd,FALSE
NCT00093899,Phase 3,NA,A Study to Evaluate an Investigational Drug in Patients With Mixed Hyperlipidemia (0653A-071)(COMPLETED),A Study to Evaluate the Efficacy and Safety of Ezetimibe/Simvastatin and Fenofibrate Coadministration in Patients With Mixed Hyperlipidemia,611,ezetimibe,simvastatin,undefined,NA
NCT00038961,Phase 3,2,A Study to Evaluate the Efficacy and Safety of Fondaparinux Sodium When Used With Intermittent Pneumatic Compression to Prevent Venous Thromboembolic (IPC) Versus IPC Alone for the Prevention of Venous Thromboembolic Events in Subjects at Increased Risk Undergoing Major Abdominal Surgery (APOLLO).,"A Multicenter, Randomized, Double-blind, Parallel Group Trial to Demonstrate the Efficacy of Fondaparinux Sodium in Association With Intermittent Pneumatic Compression (IPC) Versus IPC Used Alone for the Prevention of Venous Thromboembolic Events in Subjects at Increased Risk Undergoing Major Abdomi",1309,placebo,fondaparinux,plac_stnd,FALSE
NCT00237237,Phase 3,NA,Vildagliptin Compared to Pioglitazone in Combination With Metformin in Patients With Type 2 Diabetes,Vildagliptin Compared to Pioglitazone in Combination With Metformin in Patients With Type 2 Diabetes,588,NA,vildagliptin,poss_plac_stnd,NA
NCT01257451,Phase 3,2,Safety and Efficacy of Galvus in Elderly Type 2 Diabetes Patients,"A Multi-center, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Efficacy and Safety of 24 Weeks Treatment With Vildagliptin in Type 2 Diabetes Mellitus Patients ≥ 70 Years (Drug-naive or Inadequately Controlled on Oral Agents)",431,placebo,vildagliptin,plac_stnd,FALSE
NCT00714961,Phase 3,2,Clopidogrel as Adjunctive Reperfusion Therapy - Thrombolysis in Myocardial Infarction,"A Randomized, Double-Blind, Placebo-Controlled Trial Comparing Clopidogrel Plus Acetylsalicylic Acid (ASA) Versus ASA Alone in Subjects With Acute ST Elevation Myocardial Infarction (STEMI) Treated With Fibrinolytic Therapy",3491,placebo,clopidogrel,plac_stnd,FALSE
NCT00227318,Phase 3,NA,TROPHY - Candesartan Cilexetil Long-term Hypertension Prevention Trial,"A Randomized, Double-blind, Placebo-controlled, Multicenter, Long-term Trial of Preventing Hypertension Using Candesartan Cilexetil 16 mg in Patients With High Normal Blood Pressure (TROPHY)",1000,NA,candesartan,poss_plac_stnd,NA
NCT00279045,Phase 3,NA,Diabetes Study With Rosiglitazone Monotherapy Versus Metformin Or Glyburide/Glibenclamide,"A Randomized, Double-Blind Study to Compare the Durability of Glucose Lowering and Preservation of Pancreatic Beta-Cell Function of Rosiglitazone Monotherapy Compared to Metformin or Glyburide/Glibenclamide in Patients With Drug-Naive, Recently Diagnosed Type 2 Diabetes Mellitus",4426,metformin|glibenclamide,rosiglitazone,undefined,NA
