id,nct_id,agency_class,lead_or_collaborator,name
2853845,NCT01118312,Other,lead,JHSPH Center for Clinical Trials
2853846,NCT01118312,NIH,collaborator,National Institutes of Health (NIH)
2853847,NCT01118312,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
2853960,NCT01117350,Industry,lead,Sanofi
2854246,NCT01114880,Industry,lead,Abbott
2854840,NCT01110200,Industry,lead,GlaxoSmithKline
2855128,NCT01107886,Industry,lead,AstraZeneca
2855129,NCT01107886,Industry,collaborator,Bristol-Myers Squibb
2855289,NCT01106690,Industry,lead,"Janssen Research & Development, LLC"
2855290,NCT01106677,Industry,lead,"Janssen Research & Development, LLC"
2855292,NCT01106651,Industry,lead,"Janssen Research & Development, LLC"
2855296,NCT01106625,Industry,lead,"Janssen Research & Development, LLC"
2855304,NCT01106534,Industry,lead,Abbott Vascular
2855305,NCT01106534,Other,collaborator,Baim Institute for Clinical Research
2855306,NCT01106534,Industry,collaborator,Bristol-Myers Squibb
2855307,NCT01106534,Industry,collaborator,Eli Lilly and Company
2855308,NCT01106534,Industry,collaborator,"Daiichi Sankyo, Inc."
2855369,NCT01106014,Industry,lead,Actelion
2855933,NCT01101009,Industry,lead,"Daiichi Sankyo Europe, GmbH"
2856144,NCT01099137,Other,lead,Seoul National University Bundang Hospital
2856235,NCT01098539,Industry,lead,GlaxoSmithKline
2856577,NCT01095666,Industry,lead,AstraZeneca
2856578,NCT01095666,Other,collaborator,"AstraZeneca, Bristol-Myers Squibb"
2856579,NCT01095653,Industry,lead,AstraZeneca
2856580,NCT01095653,Other,collaborator,"AstraZeneca, Bristol-Myers Squibb"
2856716,NCT01094457,Other,lead,Shenyang Northern Hospital
2856829,NCT01093534,Industry,lead,Astellas Pharma Inc
2857270,NCT01089751,Industry,lead,Allergan
2857272,NCT01089725,Industry,lead,Pfizer
2857350,NCT01089127,Industry,lead,Novartis Pharmaceuticals
2857514,NCT01087788,Industry,lead,UCB BIOSCIENCES GmbH
2857516,NCT01087762,Industry,lead,UCB BIOSCIENCES GmbH
2857521,NCT01087723,Industry,lead,The Medicines Company
2857685,NCT01086384,Industry,lead,GlaxoSmithKline
2858256,NCT01081834,Industry,lead,"Janssen Research & Development, LLC"
2858546,NCT01079234,Industry,lead,Novo Nordisk A/S
2858553,NCT01079130,Industry,lead,Novartis Pharmaceuticals
2858762,NCT01077362,Industry,lead,"Janssen Research & Development, LLC"
2858838,NCT01076647,Industry,lead,Novo Nordisk A/S
2858903,NCT01076088,Industry,lead,Merck Sharp & Dohme Corp.
2858904,NCT01076075,Industry,lead,Merck Sharp & Dohme Corp.
2858949,NCT01075698,Other,lead,Kumamoto University
2858950,NCT01075698,Other,collaborator,Japan Foundation for Aging and Health
2858994,NCT01075282,Industry,lead,Eli Lilly and Company
2859120,NCT01074268,Industry,lead,Novo Nordisk A/S
2859325,NCT01072448,Industry,lead,Novartis
2859475,NCT01071122,Industry,lead,Bayer
2859525,NCT01070784,Industry,lead,AstraZeneca
2859717,NCT01069289,Industry,lead,AstraZeneca
2859746,NCT01069003,Industry,lead,Medtronic Vascular
2859783,NCT01068678,Industry,lead,Novo Nordisk A/S
2859784,NCT01068665,Industry,lead,Novo Nordisk A/S
2859785,NCT01068652,Industry,lead,Novo Nordisk A/S
2859790,NCT01068600,Industry,lead,Novartis
2860035,NCT01066676,Industry,lead,Gebro Pharma GmbH
2860273,NCT01064687,Industry,lead,Eli Lilly and Company
2860352,NCT01063920,Industry,lead,Logical Therapeutics
2860353,NCT01063920,Industry,collaborator,PRA Health Sciences
2860613,NCT01061671,Other,lead,University of Minnesota - Clinical and Translational Science Institute
2860614,NCT01061671,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
2860615,NCT01061671,Other,collaborator,Canadian Institutes of Health Research (CIHR)
2860616,NCT01061671,Other,collaborator,Ottawa Hospital Research Institute
2860822,NCT01059812,Industry,lead,Novo Nordisk A/S
2860823,NCT01059799,Industry,lead,Novo Nordisk A/S
2860825,NCT01059773,Industry,lead,Janssen-Cilag International NV
2860893,NCT01059136,Other,lead,Assistance Publique - Hôpitaux de Paris
2861131,NCT01057251,Industry,lead,Forest Laboratories
2861424,NCT01054885,Industry,lead,GlaxoSmithKline
2861521,NCT01053988,Industry,lead,GlaxoSmithKline
2861895,NCT01051011,Industry,lead,Hoffmann-La Roche
2862015,NCT01049984,Industry,lead,"Teva Neuroscience, Inc."
2862016,NCT01049984,Industry,collaborator,H. Lundbeck A/S
2862314,NCT01047501,Industry,lead,Amarin Pharma Inc.
2862508,NCT01046110,Industry,lead,Novo Nordisk A/S
2862547,NCT01045707,Industry,lead,Novo Nordisk A/S
2862581,NCT01045447,Industry,lead,Novo Nordisk A/S
2862615,NCT01045161,Industry,lead,AstraZeneca
2862800,NCT01043666,Industry,lead,Astellas Pharma Inc
2862872,NCT01042977,Industry,lead,AstraZeneca
2862873,NCT01042977,Industry,collaborator,Bristol-Myers Squibb
2862951,NCT01042392,Industry,lead,Novartis
2863293,NCT01039688,Industry,lead,Pfizer
2863443,NCT01038427,Industry,lead,Sandoz
2863725,NCT01035255,Industry,lead,Novartis Pharmaceuticals
2863849,NCT01034137,Industry,lead,Hoffmann-La Roche
2863884,NCT01033825,Industry,lead,Sunovion
2863983,NCT01033071,Industry,lead,Takeda
2864150,NCT01031680,Industry,lead,AstraZeneca
2864151,NCT01031680,Industry,collaborator,Bristol-Myers Squibb
2864344,NCT01030081,Other,lead,Shanghai Jiao Tong University School of Medicine
2864375,NCT01029886,Industry,lead,AstraZeneca
2864376,NCT01029886,Industry,collaborator,Eli Lilly and Company
2864536,NCT01028586,Industry,lead,Newron
2864554,NCT01028391,Industry,lead,Merck Sharp & Dohme Corp.
2865130,NCT01023581,Industry,lead,Takeda
2865224,NCT01022762,Industry,lead,Novo Nordisk A/S
2865348,NCT01021735,Other,lead,University of Glasgow
2865349,NCT01021735,Other,collaborator,Arthritis Research UK
2865350,NCT01021735,Other,collaborator,NHS Lothian
2865351,NCT01021735,Other,collaborator,NHS Grampian
2865352,NCT01021735,Other,collaborator,NHS Tayside
2865353,NCT01021735,Other,collaborator,NHS Borders
2865354,NCT01021735,Other,collaborator,NHS Fife
2865710,NCT01018511,Industry,lead,Astellas Pharma Europe B.V.
2865749,NCT01018173,Industry,lead,Hoffmann-La Roche
2865772,NCT01017952,Industry,lead,GlaxoSmithKline
2866297,NCT01013532,Other,lead,Asan Medical Center
2866298,NCT01013532,Industry,collaborator,"Korea Otsuka Pharmaceutical Co., Ltd."
2866583,NCT01010971,Industry,lead,Sunovion
2866754,NCT01009580,Industry,lead,Novo Nordisk A/S
2866763,NCT01009463,Industry,lead,GlaxoSmithKline
2866805,NCT01009086,Industry,lead,"Janssen Research & Development, LLC"
2867009,NCT01007435,Industry,lead,Hoffmann-La Roche
2867113,NCT01006603,Industry,lead,AstraZeneca
2867114,NCT01006603,Industry,collaborator,Bristol-Myers Squibb
2867157,NCT01006291,Industry,lead,Novo Nordisk A/S
2867201,NCT01005901,Industry,lead,Novartis
2867713,NCT01001572,Industry,lead,Novartis
2867726,NCT01001494,Industry,lead,AstraZeneca
2867751,NCT01001208,Industry,lead,Amgen
2867752,NCT01001208,Industry,collaborator,Immunex Corporation
2868342,NCT00996281,Industry,lead,Takeda
2868713,NCT00993109,Industry,lead,Bayer
2869245,NCT00988429,Industry,lead,Bial - Portela C S.A.
2869246,NCT00988429,Industry,collaborator,Sunovion
2869523,NCT00986154,Industry,lead,"Daiichi Sankyo, Inc."
2869540,NCT00986050,Other,lead,Catharina Ziekenhuis Eindhoven
2869541,NCT00986050,Other,collaborator,Academisch Medisch Centrum - Universiteit van Amsterdam (AMC-UvA)
2869542,NCT00986050,Other,collaborator,Compusense Oegstgeest ( electronic randomization and CRF)
2869543,NCT00986050,Other,collaborator,CATHREINE ( data monitoring)
2869671,NCT00984867,Industry,lead,AstraZeneca
2869672,NCT00984867,Industry,collaborator,Bristol-Myers Squibb
2869695,NCT00984659,Industry,lead,GlaxoSmithKline
2869913,NCT00982644,Industry,lead,Novo Nordisk A/S
2869961,NCT00982228,Industry,lead,Novo Nordisk A/S
2870234,NCT00979901,Industry,lead,Merck Sharp & Dohme Corp.
2870384,NCT00978627,Industry,lead,Novo Nordisk A/S
2870455,NCT00977938,Other,lead,Baim Institute for Clinical Research
2870456,NCT00977938,Industry,collaborator,Abbott
2870457,NCT00977938,Industry,collaborator,Boston Scientific Corporation
2870458,NCT00977938,Industry,collaborator,Bristol-Myers Squibb
2870459,NCT00977938,Industry,collaborator,Sanofi-Synthelabo
2870460,NCT00977938,Industry,collaborator,Cordis Corporation
2870461,NCT00977938,Industry,collaborator,Eli Lilly and Company
2870462,NCT00977938,Industry,collaborator,"Daiichi Sankyo, Inc."
2870463,NCT00977938,Industry,collaborator,Medtronic
2870636,NCT00976391,Industry,lead,GlaxoSmithKline
2870770,NCT00975286,Industry,lead,Sanofi
2870849,NCT00974571,Industry,lead,Merck Sharp & Dohme Corp.
2870985,NCT00973479,Industry,lead,"Centocor, Inc."
2870986,NCT00973479,Industry,collaborator,Schering-Plough
2871066,NCT00972738,Industry,lead,Merck Sharp & Dohme Corp.
2871114,NCT00972283,Industry,lead,Novo Nordisk A/S
2871217,NCT00971165,Other,lead,Hospital de Clinicas de Porto Alegre
2871218,NCT00971165,Other,collaborator,Financiadora de Estudos e Projetos
2871289,NCT00970632,Industry,lead,Eli Lilly and Company
2871301,NCT00970489,Other,lead,Brigham and Women's Hospital
2871302,NCT00970489,Other,collaborator,The OPERA Investigators
2871489,NCT00968812,Industry,lead,"Janssen Research & Development, LLC"
2871503,NCT00968708,Industry,lead,Takeda
2871807,NCT00966004,Industry,lead,Astellas Pharma Inc
2871849,NCT00965549,Industry,lead,Sanofi
2872084,NCT00963599,Industry,lead,Merck Sharp & Dohme Corp.
2872098,NCT00963469,Industry,lead,Merck Sharp & Dohme Corp.
2872417,NCT00960661,Industry,lead,AstraZeneca
2872418,NCT00960661,Industry,collaborator,Eli Lilly and Company
2872472,NCT00960141,Industry,lead,Merck Sharp & Dohme Corp.
2872681,NCT00958269,Industry,lead,Phenomix
2872682,NCT00958269,Industry,collaborator,Forest Laboratories
2872744,NCT00957684,Industry,lead,Bial - Portela C S.A.
2872757,NCT00957554,Industry,lead,Sanofi
2872813,NCT00957060,Industry,lead,Sanofi
2872814,NCT00957047,Industry,lead,Bial - Portela C S.A.
2872851,NCT00956644,Industry,lead,Sanofi
2873092,NCT00954447,Industry,lead,Boehringer Ingelheim
2873093,NCT00954447,Industry,collaborator,Eli Lilly and Company
2873233,NCT00953212,Other,lead,Maine Medical Center
2873242,NCT00953147,Industry,lead,Sunovion
2873532,NCT00950794,Industry,lead,GlaxoSmithKline
2873632,NCT00949884,Industry,lead,"Daiichi Sankyo, Inc."
2873685,NCT00949442,Industry,lead,Sanofi
2873874,NCT00947843,Other,lead,Seoul National University Hospital
2873875,NCT00947843,Other,collaborator,CKD Pharmaceutical Limited
2874447,NCT00942994,Industry,lead,Novartis
2875154,NCT00936897,Industry,lead,Amgen
2875322,NCT00935532,Industry,lead,AstraZeneca
2875323,NCT00935532,Industry,collaborator,Eli Lilly and Company
2875776,NCT00931710,Industry,lead,Novartis
2875906,NCT00930670,Other,lead,Centre de Recherche de l'Institut Universitaire de Cardiologie et de Pneumologie de Quebec
2875999,NCT00929864,Industry,lead,Bristol-Myers Squibb
2876000,NCT00929851,Industry,lead,Chiesi Farmaceutici S.p.A.
2876080,NCT00929110,Industry,lead,Novartis
2876200,NCT00928070,Industry,lead,Pfizer
2876278,NCT00927394,Industry,lead,Novartis
2876393,NCT00926289,Industry,lead,Boehringer Ingelheim
2876480,NCT00925600,Industry,lead,Amgen
2876738,NCT00923091,Industry,lead,"Daiichi Sankyo, Inc."
2877046,NCT00920543,Industry,lead,GlaxoSmithKline
2877144,NCT00919711,Industry,lead,Amgen
2877434,NCT00917254,Industry,lead,Astellas Pharma Inc
2877924,NCT00913120,Industry,lead,Astellas Pharma Inc
2877937,NCT00912964,Industry,lead,Astellas Pharma Inc
2878055,NCT00911937,Industry,lead,Pfizer
2878112,NCT00911547,Industry,lead,Merck Sharp & Dohme Corp.
2878113,NCT00911534,Industry,lead,Eisai Inc.
2878327,NCT00909779,Industry,lead,Sunovion
2878342,NCT00909597,Industry,lead,Hoffmann-La Roche
2878357,NCT00909480,Industry,lead,Novo Nordisk A/S
2879192,NCT00902538,Industry,lead,"Daiichi Sankyo, Inc."
2879223,NCT00902304,Industry,lead,Novartis Pharmaceuticals
2879224,NCT00902304,Other,collaborator,Baker IDI Heart and Diabetes Institute
2879330,NCT00901368,Industry,lead,Chiesi Farmaceutici S.p.A.
2879406,NCT00900731,Industry,lead,Novartis Pharmaceuticals
2879475,NCT00900146,Industry,lead,Novartis
2880111,NCT00894868,Industry,lead,Novartis Pharmaceuticals
2880176,NCT00894387,Industry,lead,Novartis Pharmaceuticals
2882927,NCT00870467,Industry,lead,Abbott
2880517,NCT00891462,Industry,lead,AstraZeneca
2880894,NCT00888355,Industry,lead,Merck Sharp & Dohme Corp.
2880938,NCT00887978,Industry,lead,United Therapeutics
2881028,NCT00887250,Industry,lead,Merck Sharp & Dohme Corp.
2881240,NCT00885352,Industry,lead,Merck Sharp & Dohme Corp.
2881482,NCT00883168,Industry,lead,Meda Pharmaceuticals
2881553,NCT00882440,Industry,lead,Merck Sharp & Dohme Corp.
2881742,NCT00880620,Industry,lead,"IMPAX Laboratories, Inc."
2881814,NCT00879970,Industry,lead,GlaxoSmithKline
2881815,NCT00879970,Other,collaborator,Academic Research Collaborator: Population Health Research Institute / Hamilton Health
2882050,NCT00877929,Industry,lead,Boehringer Ingelheim
2882121,NCT00877383,Industry,lead,Novartis Pharmaceuticals
2882695,NCT00872586,Industry,lead,"Daiichi Sankyo, Inc."
2882696,NCT00872586,Other,collaborator,"Shanghai Sankyo Pharmaceuticals Co., Ltd."
2882764,NCT00872001,Industry,lead,Merck Sharp & Dohme Corp.
2882765,NCT00872001,Other,collaborator,Duke Clinical Research Institute
2882928,NCT00870467,Industry,collaborator,"Eisai Co., Ltd."
2883409,NCT00866658,Industry,lead,Sanofi
2883591,NCT00865020,Industry,lead,Novartis
2883623,NCT00864812,Other,lead,The Korean Academy of Tuberculosis and Respiratory Diseases
2883624,NCT00864812,Industry,collaborator,GlaxoSmithKline
2883704,NCT00864097,Industry,lead,Pfizer
2883740,NCT00863707,Industry,lead,Astellas Pharma Inc
2883785,NCT00863304,Industry,lead,Pfizer
2883867,NCT00862641,Industry,lead,Astellas Pharma Inc
2883892,NCT00862420,Industry,lead,Sanofi
2883894,NCT00862394,Industry,lead,Chiesi Farmaceutici S.p.A.
2883912,NCT00862251,Industry,lead,Merck Sharp & Dohme Corp.
2883948,NCT00861926,Industry,lead,Chiesi Farmaceutici S.p.A.
2883964,NCT00861757,Industry,lead,Eli Lilly and Company
2884134,NCT00860288,Industry,lead,Novartis Pharmaceuticals
2884136,NCT00860262,Industry,lead,Boehringer Ingelheim
2884176,NCT00859898,Industry,lead,AstraZeneca
2884177,NCT00859898,Industry,collaborator,Bristol-Myers Squibb
2884279,NCT00859183,Other,lead,Deutsches Herzzentrum Muenchen
2884459,NCT00857649,Industry,lead,H. Lundbeck A/S
2884537,NCT00856986,Industry,lead,Novo Nordisk A/S
2884579,NCT00856544,Industry,lead,Pfizer
2884606,NCT00856284,Industry,lead,Takeda
2884613,NCT00856206,Industry,lead,Regeneron Pharmaceuticals
2884688,NCT00855582,Industry,lead,Eli Lilly and Company
2884900,NCT00853957,Industry,lead,Novartis
2884917,NCT00853827,Industry,lead,Novartis Pharmaceuticals
2884918,NCT00853827,Other,collaborator,The Cleveland Clinic
2884941,NCT00853658,Industry,lead,Novartis Pharmaceuticals
2884977,NCT00853385,Industry,lead,Pfizer
2885496,NCT00849095,Other,lead,Università degli Studi di Ferrara
2885499,NCT00849056,Industry,lead,GlaxoSmithKline
2885502,NCT00849017,Industry,lead,GlaxoSmithKline
2885566,NCT00848354,Industry,lead,Pfizer
2885567,NCT00848354,Industry,collaborator,Amgen
2885595,NCT00848081,Industry,lead,Eli Lilly and Company
2885642,NCT00847626,Industry,lead,Takeda
2885771,NCT00846586,Industry,lead,Novartis Pharmaceuticals
2885792,NCT00846365,Industry,lead,Takeda
2885863,NCT00845728,Industry,lead,Novartis Pharmaceuticals
2886129,NCT00843492,Industry,lead,GlaxoSmithKline
2886170,NCT00843154,Industry,lead,Takeda
2886337,NCT00841672,Industry,lead,Novartis
2886589,NCT00839800,Industry,lead,AstraZeneca
2886623,NCT00839527,Industry,lead,GlaxoSmithKline
2886690,NCT00838916,Industry,lead,GlaxoSmithKline
2886691,NCT00838903,Industry,lead,GlaxoSmithKline
2887495,NCT00831441,Industry,lead,Bristol-Myers Squibb
2887496,NCT00831441,Industry,collaborator,Pfizer
2887497,NCT00831441,Other,collaborator,Duke Clinical Research Institute
2887549,NCT00830960,Industry,lead,Eli Lilly and Company
2887550,NCT00830960,Industry,collaborator,"Daiichi Sankyo Co., Ltd."
2887661,NCT00830063,Industry,lead,Pfizer
2887701,NCT00829660,Other,lead,University of Oxford
2887702,NCT00829660,Industry,collaborator,Bayer
2887958,NCT00827411,Other,lead,Assistance Publique - Hôpitaux de Paris
2887959,NCT00827411,Other,collaborator,Allies in Cardiovascular Trials Initiatives and Organized
2887960,NCT00827411,Other,collaborator,"Institut National de la Santé Et de la Recherche Médicale, France"
2887961,NCT00827411,Industry,collaborator,Sanofi
2887962,NCT00827411,Industry,collaborator,Bristol-Myers Squibb
2887963,NCT00827411,Industry,collaborator,Medtronic
2887964,NCT00827411,Industry,collaborator,Cordis Corporation
2887965,NCT00827411,Other,collaborator,Fondation de France
2887966,NCT00827411,Industry,collaborator,Diagnostica Stago
2887967,NCT00827411,Industry,collaborator,Boston Scientific Corporation
2887983,NCT00827242,Industry,lead,Eli Lilly and Company
2888327,NCT00823992,Industry,lead,Hoffmann-La Roche
2888519,NCT00822536,Other,lead,Assistance Publique - Hôpitaux de Paris
2888520,NCT00822536,Other,collaborator,Fédération Française de Cardiologie
2888570,NCT00822211,Industry,lead,Novartis
2888596,NCT00821977,Industry,lead,Novartis
2888613,NCT00821834,Industry,lead,Sanofi
2888700,NCT00821093,Industry,lead,Novartis Pharmaceuticals
2888842,NCT00819741,Industry,lead,Novo Nordisk A/S
2888925,NCT00819104,Industry,lead,AstraZeneca
2888926,NCT00819104,Other,collaborator,St. John's Research Institute
2888943,NCT00818883,Industry,lead,Takeda
2889421,NCT00814801,Industry,lead,Janssen Pharmaceutical K.K.
2889477,NCT00814307,Industry,lead,Pfizer
2889480,NCT00814268,Industry,lead,Sanofi
2889481,NCT00814268,Industry,collaborator,Bristol-Myers Squibb
2889511,NCT00813995,Industry,lead,Merck Sharp & Dohme Corp.
2889622,NCT00812955,Industry,lead,AstraZeneca
2889966,NCT00809965,Industry,collaborator,Bayer
2889936,NCT00810199,Industry,lead,Hoffmann-La Roche
2889965,NCT00809965,Industry,lead,"Johnson & Johnson Pharmaceutical Research & Development, L.L.C."
2889969,NCT00809926,Industry,lead,Novartis
2890051,NCT00809354,Industry,lead,Pfizer
2894379,NCT00770653,Industry,lead,Takeda
2890430,NCT00806026,Industry,lead,Pfizer
2890843,NCT00802373,Industry,lead,Astellas Pharma Inc
2890889,NCT00801944,Industry,lead,Astellas Pharma Inc
2891299,NCT00798434,Industry,lead,Pfizer
2891326,NCT00798161,Industry,lead,Boehringer Ingelheim
2891424,NCT00797316,Industry,lead,Novartis
2891491,NCT00796653,Industry,lead,Boehringer Ingelheim
2891761,NCT00794157,Industry,lead,Novartis Pharmaceuticals
2891821,NCT00793624,Industry,lead,Boehringer Ingelheim
2891907,NCT00792818,Other,lead,Mahidol University
2891908,NCT00792818,Other,collaborator,National Research Council of Thailand
2891909,NCT00792805,Industry,lead,Novartis Pharmaceuticals
2891917,NCT00792727,Industry,lead,"Hisamitsu Pharmaceutical Co., Inc."
2891928,NCT00792636,Industry,lead,GlaxoSmithKline
2892010,NCT00791999,Industry,lead,"Otsuka Pharmaceutical Co., Ltd."
2892011,NCT00791999,Industry,collaborator,UCB Japan Co. Ltd.
2892131,NCT00790907,Industry,lead,GlaxoSmithKline
2892220,NCT00790205,Industry,lead,Merck Sharp & Dohme Corp.
2892221,NCT00790205,Other,collaborator,"Duke Clinical Research Institute, Oxford Diabetes Trials Unit"
2892237,NCT00790023,Industry,lead,Sunovion
2892274,NCT00789750,Industry,lead,"Daiichi Sankyo, Inc."
2892275,NCT00789737,Industry,lead,"Daiichi Sankyo, Inc."
2892515,NCT00787605,Industry,lead,Novartis
2892871,NCT00784550,Industry,lead,GlaxoSmithKline
2892978,NCT00783744,Industry,lead,Sanofi
2892980,NCT00783718,Industry,lead,"Millennium Pharmaceuticals, Inc."
2892982,NCT00783692,Industry,lead,"Millennium Pharmaceuticals, Inc."
2893024,NCT00783263,Industry,lead,Merck Sharp & Dohme Corp.
2893026,NCT00783237,Industry,lead,Merck Sharp & Dohme Corp.
2893027,NCT00783224,Industry,lead,Merck Sharp & Dohme Corp.
2893103,NCT00782509,Industry,lead,Boehringer Ingelheim
2893140,NCT00782210,Industry,lead,Boehringer Ingelheim
2893235,NCT00781391,Industry,lead,"Daiichi Sankyo, Inc."
2893236,NCT00781391,Other,collaborator,The TIMI Study Group
2893492,NCT00778921,Industry,lead,Novartis
2893587,NCT00777946,Industry,lead,Novartis
2893693,NCT00776984,Industry,lead,Boehringer Ingelheim
2893694,NCT00776984,Industry,collaborator,Pfizer
2894169,NCT00772603,Industry,lead,"Supernus Pharmaceuticals, Inc."
2894170,NCT00772603,Industry,collaborator,Parexel
2894172,NCT00772577,Industry,lead,Novartis
2894176,NCT00772538,Industry,lead,Boehringer Ingelheim
2894177,NCT00772538,Industry,collaborator,Pfizer
2894215,NCT00772174,Industry,lead,Takeda
2894306,NCT00771394,Industry,lead,Astellas Pharma Inc
2894618,NCT00768300,Industry,lead,Gilead Sciences
2894830,NCT00766545,Industry,lead,"Otsuka Pharmaceutical Co., Ltd."
2894912,NCT00765830,Industry,lead,Novartis
2894931,NCT00765674,Industry,lead,Novartis
2895025,NCT00764725,Other,lead,Karolinska Institutet
2895135,NCT00763815,Industry,lead,Sanofi
2895182,NCT00763451,Industry,lead,Sanofi
2895530,NCT00760266,Industry,lead,Novartis
2895534,NCT00760214,Industry,lead,Takeda
2895813,NCT00757588,Industry,lead,AstraZeneca
2896067,NCT00755287,Industry,lead,Hoffmann-La Roche
2896099,NCT00754988,Industry,lead,Hoffmann-La Roche
2896168,NCT00754403,Industry,lead,Takeda
2896474,NCT00751829,Industry,lead,"Daiichi Sankyo Europe, GmbH"
2896481,NCT00751751,Industry,lead,"Daiichi Sankyo Europe, GmbH"
2896541,NCT00751114,Industry,lead,Sanofi
2896632,NCT00750113,Industry,lead,Bayer
2897228,NCT00744926,Industry,lead,Hoffmann-La Roche
2897280,NCT00744471,Industry,lead,Pfizer
2897599,NCT00741715,Industry,lead,Sanofi
2897699,NCT00740883,Other,lead,"University Hospital, Brest"
2897707,NCT00740792,Industry,lead,Meda Pharmaceuticals
2897714,NCT00740714,Other,lead,Weill Medical College of Cornell University
2897715,NCT00740714,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS)
2897716,NCT00740714,Other,collaborator,University of Rochester
2897726,NCT00740623,Industry,lead,SK Life Science
2897794,NCT00739973,Industry,lead,Novartis Pharmaceuticals
2897836,NCT00739596,Industry,lead,Novartis Pharmaceuticals
2898155,NCT00736879,Industry,lead,AstraZeneca
2898156,NCT00736879,Industry,collaborator,Bristol-Myers Squibb
2898427,NCT00734630,Industry,lead,Forest Laboratories
2898444,NCT00734474,Industry,lead,Eli Lilly and Company
2898445,NCT00734474,Industry,collaborator,United BioSource Corporation
2898446,NCT00734474,Industry,collaborator,Tessella Inc.
2898447,NCT00734474,Other,collaborator,Berry Consultants
2898464,NCT00734318,Industry,lead,Mundipharma Research Limited
2898512,NCT00733902,Industry,lead,Pfizer
2898777,NCT00731692,Industry,lead,Novartis Pharmaceuticals
2899056,NCT00729430,Other,lead,Brigham and Women's Hospital
2899057,NCT00729430,NIH,collaborator,"National Heart, Lung, and Blood Institute (NHLBI)"
2899058,NCT00729430,Industry,collaborator,GlaxoSmithKline
2899176,NCT00728351,Industry,lead,Novartis Pharmaceuticals
2899234,NCT00727857,Industry,lead,Takeda
2899546,NCT00725036,Industry,lead,Novo Nordisk A/S
2899784,NCT00722852,Industry,lead,IDEA AG
2899831,NCT00722371,Industry,lead,Merck Sharp & Dohme Corp.
2899901,NCT00721760,Industry,lead,Sanofi
2900067,NCT00720382,Industry,lead,Meda Pharmaceuticals
2900316,NCT00718224,Industry,lead,Sanofi
2900401,NCT00717457,Industry,lead,Hoffmann-La Roche
2900427,NCT00717236,Industry,lead,UCB Pharma
2900513,NCT00716547,Industry,lead,IDEA AG
2900616,NCT00715624,Industry,lead,Sanofi
2900698,NCT00714961,Industry,lead,Sanofi
2900699,NCT00714961,Industry,collaborator,Bristol-Myers Squibb
2900746,NCT00714597,Industry,lead,Sanofi
2900844,NCT00713830,Industry,lead,Sanofi
2900967,NCT00712673,Industry,lead,Sanofi
2901220,NCT00710580,Industry,lead,"AbbVie (prior sponsor, Abbott)"
2901221,NCT00710580,Industry,collaborator,Paragon Biomedical
2901526,NCT00707993,Industry,lead,Takeda
2901638,NCT00707031,Industry,lead,Sanofi
2901749,NCT00706134,Industry,lead,Novartis
2901820,NCT00705575,Industry,lead,Novartis
2902204,NCT00702325,Industry,lead,AstraZeneca
2902337,NCT00701090,Industry,lead,Merck Sharp & Dohme Corp.
2902362,NCT00700856,Other,lead,Italian Society of Diabetology
2902363,NCT00700856,Other,collaborator,Associazione Medici Diabetologi (AMD)
2902364,NCT00700856,Other,collaborator,Associazione Nazionale Medici Cardiologi Ospedalieri
2902367,NCT00700817,Industry,lead,Novo Nordisk A/S
2902431,NCT00700310,Industry,lead,Eisai Inc.
2902467,NCT00699998,Industry,lead,Eli Lilly and Company
2902468,NCT00699998,Industry,collaborator,"Daiichi Sankyo Co., Ltd."
2902469,NCT00699998,Other,collaborator,Duke Clinical Research Institute
2902471,NCT00699972,Industry,lead,Eisai Inc.
2902506,NCT00699582,Industry,lead,Eisai Inc.
2902552,NCT00699192,Industry,lead,Novartis Pharmaceuticals
2902579,NCT00698932,Industry,lead,AstraZeneca
2902580,NCT00698932,Industry,collaborator,Bristol-Myers Squibb
2902611,NCT00698646,Industry,lead,Novartis Pharmaceuticals
2902766,NCT00697151,Other,lead,Columbia University
2902767,NCT00697151,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS)
2902772,NCT00697099,Industry,lead,Sanofi
2902814,NCT00696631,Industry,lead,Sanofi
2902843,NCT00696436,Industry,lead,Takeda
2902848,NCT00696384,Industry,lead,Takeda
2902862,NCT00696241,Industry,lead,Takeda
2903076,NCT00694382,Industry,lead,Sanofi
2903370,NCT00691964,Industry,lead,"AbbVie (prior sponsor, Abbott)"
2903371,NCT00691964,Industry,collaborator,Paragon Biomedical
2903696,NCT00689104,Industry,lead,Astellas Pharma Inc
2903743,NCT00688701,Industry,lead,Sanofi
2903744,NCT00688688,Industry,lead,Astellas Pharma Inc
2903820,NCT00687973,Industry,lead,Novartis Pharmaceuticals
2904062,NCT00685841,Industry,lead,Sunovion
2904080,NCT00685776,Industry,lead,Merck Sharp & Dohme Corp.
2904291,NCT00683878,Industry,lead,AstraZeneca
2904292,NCT00683878,Other,collaborator,"Astra Zeneca, Bristol-Myers Squibb"
2904323,NCT00683618,Industry,lead,AstraZeneca
2904379,NCT00683111,Other,lead,Ruttonjee Hospital
